customer_id,gender,age,income,income_bracket,became_member_on,membership_tenure_days,total_spend,n_transactions,avg_transaction_amount,n_offers_received,n_offers_viewed,n_offers_completed,avg_time_to_complete_hours,offer_id,offer_type,reward,difficulty,duration,channels,offer_completed,has_completed_offer
c4863c7985cf408faee930f111475da3,Unknown,55.0,64000.0,Unknown,2017-08-24,336,66.41,9,7.378888888888889,3,3,1,108.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",0,1
148adfcaa27d485b82f323aaaad036bd,Unknown,55.0,64000.0,Unknown,2015-09-19,1041,17.11,8,2.13875,4,4,1,144.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
2eeac8d8feae4a8cad5a6af0499a211d,M,58.0,51000.0,Low,2017-11-11,257,15.62,4,3.905,3,2,1,120.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
aa4862eba776480b8bb9c68455b8c2e1,F,61.0,57000.0,Medium,2017-09-11,318,85.55,6,14.258333333333333,5,5,3,38.0,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
e12aeaf2d47d42479ea1c4ac3d8286c6,M,26.0,46000.0,Low,2014-02-13,1624,56.22,11,5.11090909090909,6,1,1,288.0,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
31dda685af34476cad5bc968bdb01c53,F,62.0,71000.0,Medium,2016-02-11,896,160.25,8,20.03125,6,5,4,85.71428571428571,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
62cf5e10845442329191fc246e7bcea3,M,49.0,52000.0,Low,2014-11-13,1351,144.11,9,16.01222222222222,3,2,1,78.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
744d603ef08c4f33af5a61c8c7628d1c,Unknown,55.0,64000.0,Unknown,2017-08-01,359,4.0,5,0.8,5,5,0,,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",0,0
6445de3b47274c759400cd68131d91b4,M,57.0,42000.0,Low,2017-12-31,207,19.1,6,3.1833333333333336,5,1,2,104.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
a448667f336b42c9a66fc5ffd5d73772,F,61.0,40000.0,Low,2018-05-01,86,20.78,7,2.968571428571429,3,2,0,,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,0
440cf1fd7580490c971d8c651ed962af,F,40.0,71000.0,Medium,2016-05-04,813,300.68,16,18.7925,5,4,5,135.75,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
4b0da7e80e5945209a1fdddfe813dbe0,M,64.0,100000.0,High,2017-09-09,320,211.29,7,30.18428571428572,5,4,3,196.8,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
c27e0d6ab72c455a8bb66d980963de60,F,78.0,71000.0,Medium,2017-06-16,405,155.46,8,19.4325,6,6,1,6.0,3f207df678b143eea3cee63160fa8bed,informational,0.0,0.0,4.0,"['web', 'email', 'mobile']",0,1
2b826eba31074a059d63b0ae8f50b7d5,Unknown,55.0,64000.0,Unknown,2017-09-07,322,9.82,5,1.964,5,5,0,,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",0,0
f806632c011441378d4646567f357a21,M,42.0,69000.0,Medium,2013-08-11,1810,91.4,5,18.28,4,4,3,171.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
d058f73bf8674a26a95227db098147b1,F,56.0,88000.0,High,2018-04-28,89,75.62,3,25.206666666666667,6,6,4,142.8,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
65aba5c617294649aeb624da249e1ee5,Unknown,55.0,64000.0,Unknown,2017-03-30,483,31.91,16,1.994375,5,4,1,90.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
c6c9884912c645429f3333f912b55f44,F,33.0,52000.0,Low,2017-09-26,303,17.9,9,1.9888888888888887,6,3,1,132.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",0,1
7429a044884842d6862f516c38b1156f,F,46.0,59000.0,Medium,2017-09-11,318,2.88,1,2.88,4,1,0,,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",0,0
ebe7ef46ea6f4963a7dd49f501b26779,M,59.0,41000.0,Low,2015-01-21,1282,52.08,13,4.006153846153846,6,5,2,78.0,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,1
5917d13f6fa04286abdf95f4d5cefb1e,M,67.0,96000.0,High,2014-08-23,1433,206.88,8,25.86,4,3,4,98.4,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
d1ede868e29245ea91818a903fec04c6,O,53.0,52000.0,Low,2017-09-16,313,18.74,5,3.748,5,3,1,54.0,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",0,1
1e9420836d554513ab90eba98552d0a9,M,22.0,70000.0,Medium,2017-09-25,304,106.38,6,17.73,6,6,4,76.8,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
868317b9be554cb18e50bc68484749a2,F,96.0,89000.0,High,2017-11-17,251,81.92,4,20.48,5,2,4,84.0,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
f082d80f0aac47a99173ba8ef8fc1909,M,40.0,33000.0,Low,2016-07-09,747,40.94,14,2.924285714285714,6,4,1,12.0,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,5.0,5.0,7.0,"['web', 'email', 'mobile']",1,1
102e9454054946fda62242d2e176fdce,F,69.0,57000.0,Medium,2016-08-14,711,213.49,14,15.249285714285715,6,6,4,46.8,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,5.0,5.0,7.0,"['web', 'email', 'mobile']",1,1
4beeb3ed64dd4898b0edf2f6b67426d3,Unknown,55.0,64000.0,Unknown,2016-07-07,749,21.82,6,3.6366666666666663,4,2,2,105.0,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
8dabe2142cdf4013a6f4786edf8ab00f,M,56.0,68000.0,Medium,2014-05-11,1537,167.67000000000002,9,18.630000000000003,3,2,2,78.0,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
9f30b375d7bd4c62a884ffe7034e09ee,F,26.0,63000.0,Medium,2017-08-12,348,73.38,21,3.494285714285714,3,3,2,96.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
25c906289d154b66bf579693f89481c9,Unknown,55.0,64000.0,Unknown,2018-01-13,194,12.0,4,3.0,6,5,1,90.0,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
6e014185620b49bd98749f728747572f,M,75.0,40000.0,Low,2015-11-12,987,155.53,10,15.553,4,3,4,138.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
02c083884c7d45b39cc68e1314fec56c,F,20.0,30000.0,Low,2016-07-11,745,29.89,10,2.989,2,1,0,,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",0,0
c0d210398dee4a0895b24444a5fcd1d2,M,45.0,33000.0,Low,2018-07-07,19,61.25,8,7.65625,5,5,3,98.0,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
8b70ca1f5f5a45bdac2ac2f990b71526,M,61.0,98000.0,High,2017-11-21,247,234.43,8,29.30375,5,4,4,60.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
5b8f1f0e0930464f93bb55e59b5a04e0,Unknown,55.0,64000.0,Unknown,2014-11-11,1353,7.31,5,1.462,2,2,0,,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",0,0
8be4463721e14d7fa600686bf8c8b2ed,Unknown,55.0,64000.0,Unknown,2017-05-11,441,51.71,16,3.231875,5,4,1,96.0,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",0,1
8e7c7465e98c43d8a01f51e2b5c29542,F,69.0,37000.0,Low,2013-09-18,1772,32.72,12,2.7266666666666666,5,3,1,186.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",0,1
57dd18ec5ddc46828afb81ec5977bef2,F,54.0,80000.0,High,2017-02-07,534,249.4,9,27.711111111111112,6,5,3,10.0,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
be8a5d1981a2458d90b255ddc7e0d174,M,39.0,51000.0,Low,2014-05-27,1521,51.91,14,3.707857142857143,5,3,1,48.0,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
3f89b8f80ebc4f94b7074f28071aa8d4,F,41.0,41000.0,Low,2015-09-21,1039,62.510000000000005,18,3.472777777777778,4,2,3,106.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
a3b9b4bf115e4564933ea2e4bc936843,F,79.0,48000.0,Low,2015-04-15,1198,152.0,15,10.133333333333333,4,2,2,152.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
7584948ea6d04f94b8798624706261c2,F,66.0,38000.0,Low,2018-04-08,109,56.08,5,11.216,4,4,1,18.0,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,5.0,5.0,7.0,"['web', 'email', 'mobile']",1,1
e9844d5beac04bf8b8d3ad18f7e37fca,F,56.0,52000.0,Low,2017-06-26,395,87.11,7,12.444285714285714,3,1,3,134.4,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
f247806381704ea58c1b06f60602a6ae,F,39.0,56000.0,Medium,2014-07-23,1464,150.23000000000002,13,11.556153846153848,5,3,3,72.0,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,5.0,5.0,7.0,"['web', 'email', 'mobile']",1,1
81ac76e4f2fe4a6bb5ebdc0f19cecc56,Unknown,55.0,64000.0,Unknown,2017-05-28,424,20.98,7,2.9971428571428573,2,2,2,72.0,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,5.0,5.0,7.0,"['web', 'email', 'mobile']",1,1
9fa9ae8f57894cc9a3b8a9bbe0fc1b2f,M,42.0,96000.0,High,2016-01-17,921,320.48,12,26.706666666666667,4,4,4,30.0,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
020d3a52b9ce432ea5f98fc58e9bfcc4,Unknown,55.0,64000.0,Unknown,2017-10-13,286,16.93,6,2.8216666666666668,3,3,0,,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",0,0
4be1127413db496d8103c783ae72058b,Unknown,55.0,64000.0,Unknown,2015-12-20,949,20.630000000000003,8,2.5787500000000003,5,3,1,144.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",0,1
fe8264108d5b4f198453bbb1fa7ca6c9,F,78.0,93000.0,High,2016-10-09,655,225.55,8,28.19375,5,5,5,79.2,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
186d6403f5824c739555b732f4af3f16,M,45.0,48000.0,Low,2017-10-06,293,17.0,6,2.833333333333333,4,2,0,,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",0,0
8a87fda1a6644337b4394a4c3cd0946c,M,29.0,50000.0,Low,2016-04-30,817,38.17,12,3.1808333333333336,4,2,1,186.0,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
b7a66e629b134079a9bc7120c7b9947b,M,44.0,35000.0,Low,2017-09-24,305,150.23,18,8.34611111111111,4,4,4,39.6,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
ca82e1ebc759402c8ab95c341755bdf1,M,63.0,56000.0,Medium,2018-07-13,13,121.62,9,13.513333333333334,3,3,3,90.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
54890f68699049c2a04d415abc25e717,M,36.0,56000.0,Medium,2017-12-28,210,118.85,7,16.97857142857143,3,2,2,108.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
ab66a363907e43e9a7cd535f1578245b,F,76.0,47000.0,Low,2018-03-14,134,22.65,6,3.775,5,3,1,102.0,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",0,1
d3f146b615514c6380b168bb3df5f05b,M,68.0,87000.0,High,2017-08-23,337,177.18,8,22.1475,5,5,5,101.0,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
a5a6ef2b78a04ddc9f374dd7c7f60bff,M,75.0,52000.0,Low,2015-11-29,970,135.54,11,12.32181818181818,3,3,2,9.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
2e87ba0fba1a4d1a8614af771f07a94d,M,67.0,76000.0,High,2017-02-26,515,200.78,12,16.731666666666666,5,5,4,52.8,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
d8af520c4a8a4c77b921098d7d838c4d,M,77.0,51000.0,Low,2016-07-30,726,23.81,11,2.1645454545454546,5,4,0,,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,0
39dbcf43e24d41f4bbf0f134157e0e1e,M,76.0,64000.0,Medium,2014-08-31,1425,110.92,8,13.865,3,2,1,114.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
b62e66ca4dcf4df39fd522e750a88d81,M,57.0,98000.0,High,2018-02-07,169,27.24,1,27.24,3,0,2,120.0,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
8c7df0c393db488aac3e58b06a7ea5f9,F,53.0,72000.0,Medium,2016-07-06,750,167.88,9,18.65333333333333,6,4,5,94.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
3a1242dda16248728e350c4bdeb21972,F,53.0,117000.0,High,2016-12-31,572,303.2,10,30.32,5,4,5,164.0,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
8045834137dc47faa24f2c4547969f33,F,53.0,55000.0,Medium,2017-10-26,273,20.18,8,2.5225,5,3,1,96.0,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",0,1
fb98ebe9e3e14afaa5b5db182b00b7ec,F,61.0,112000.0,High,2017-11-10,258,67.25,2,33.625,5,5,2,236.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
5cd6577aca5d4b419e452f9f505ffce7,F,67.0,77000.0,High,2016-09-10,684,155.73,8,19.46625,3,3,1,12.0,2906b810c7d4411798c6938adc9daaa5,discount,2.0,10.0,7.0,"['web', 'email', 'mobile']",1,1
99e9a1916821461ebd5d5048dc2dff7d,F,58.0,85000.0,High,2018-01-25,182,290.42,15,19.36133333333333,4,4,4,72.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
e528ceb341964128aaf58a59733ec2af,F,46.0,36000.0,Low,2018-06-29,27,17.13,5,3.426,5,3,0,,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",0,0
faf74115a43b4f718f4d4c0de116ee8a,M,30.0,41000.0,Low,2017-12-02,236,11.95,4,2.9875,2,2,0,,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,0
0b73997a269247088b2a63355f53ee58,M,59.0,89000.0,High,2017-08-20,340,45.400000000000006,2,22.700000000000003,6,4,2,27.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",0,1
9d8d6bb2fc544a9c802888971ee3e8b1,Unknown,55.0,64000.0,Unknown,2017-09-18,311,23.16,9,2.5733333333333333,5,3,0,,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",0,0
f44b44b53c0548d5b27c812fda4c358a,M,51.0,41000.0,Low,2015-12-31,938,75.96000000000001,20,3.798000000000001,6,4,3,225.0,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
6e04a90a0e074496b5f229eb1f553433,M,27.0,35000.0,Low,2018-01-10,197,29.56,12,2.4633333333333334,5,4,1,132.0,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,1
262ad0fb526a4d53b572007da60cce24,M,40.0,53000.0,Low,2018-02-27,149,8.17,5,1.634,4,3,0,,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",0,0
a89752cdfdf24779aa22faa2bc24e7c2,Unknown,55.0,64000.0,Unknown,2015-09-20,1040,32.08,13,2.467692307692308,5,5,2,150.0,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",0,1
a2b7a0b3487a4d779ddf4e11a034e2ee,F,73.0,91000.0,High,2018-04-19,98,109.16,4,27.29,5,5,3,26.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
2c5c63e5124e417b8504f76c868a4190,F,74.0,107000.0,High,2015-12-24,945,298.3,10,29.83,5,4,4,93.42857142857144,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
9d6da0a2ac54474e8ec986fd21cecef0,M,42.0,66000.0,Medium,2015-11-21,978,136.94,7,19.562857142857144,3,2,2,60.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
571b739ada3041fb8fbd20f23ce034f7,M,78.0,58000.0,Medium,2015-11-11,988,126.94,10,12.694,6,6,3,256.0,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
816afd4505d047cf893275fbfe825590,F,54.0,53000.0,Low,2016-12-25,578,57.03,18,3.168333333333333,6,5,2,268.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",0,1
13b7b2eccf664a329d83d2a238a9a11d,F,70.0,74000.0,High,2018-06-13,43,0.0,0,0.0,3,3,0,,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",0,0
68eee228713c429ebe1300155ad1fb33,F,49.0,57000.0,Medium,2017-04-08,474,184.78,10,18.478,5,5,3,64.0,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,1
ffc6c9fbe34b4578911dcdf6745b4c74,F,62.0,57000.0,Medium,2018-04-10,107,0.0,0,0.0,3,2,0,,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",0,0
cbebad9819494b479dbf0c1207b4c0c5,M,64.0,70000.0,Medium,2017-03-05,508,140.34,9,15.593333333333334,4,4,4,70.5,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",1,1
4264b1d027cc493281bba4f44bfedaca,F,89.0,87000.0,High,2017-11-14,254,248.63,9,27.625555555555557,4,3,4,54.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
0ba6e2ad781c4429afd26cf0b35f2d11,M,73.0,51000.0,Low,2018-04-01,116,23.43,9,2.603333333333333,5,4,1,228.0,5a8bc65990b245e5a138643cd4eb9837,informational,0.0,0.0,3.0,"['email', 'mobile', 'social']",0,1
53bac762af27471eb294ff89ca1bae2c,Unknown,55.0,64000.0,Unknown,2016-08-06,719,16.46,7,2.3514285714285714,5,5,1,216.0,3f207df678b143eea3cee63160fa8bed,informational,0.0,0.0,4.0,"['web', 'email', 'mobile']",0,1
b5abc1e85be84f43937b4fca0ad238cb,F,50.0,93000.0,High,2017-05-06,446,297.29,12,24.77416666666667,5,5,4,66.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
1c587de019994f93a242c6864fd7bc55,F,90.0,98000.0,High,2015-12-10,959,80.03,3,26.676666666666662,4,1,1,36.0,ae264e3637204a6fb9bb56bc8210ddfd,bogo,10.0,10.0,7.0,"['email', 'mobile', 'social']",1,1
3f4e408b0b2d4ea89dd16d7437d867c1,F,68.0,84000.0,High,2016-07-31,725,34.04,2,17.02,5,0,1,72.0,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,5.0,20.0,10.0,"['web', 'email']",0,1
13bda8fbd70a4814b956df1d55320398,M,60.0,64000.0,Medium,2017-02-06,535,44.14,12,3.678333333333333,3,2,1,90.0,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",1,1
b19c8e7ac2ff40ae92b4fcf3247f8912,M,45.0,54000.0,Low,2017-08-15,345,11.51,6,1.9183333333333328,5,3,0,,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,10.0,10.0,5.0,"['web', 'email', 'mobile', 'social']",0,0
21c73d53e2a74bb1b4dc172bff2b1aad,M,66.0,49000.0,Low,2016-01-24,914,200.93,18,11.162777777777778,6,5,5,106.0,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",1,1
488773cae11f4b71875bfccd4e3e99f2,Unknown,55.0,64000.0,Unknown,2017-02-23,518,21.4,10,2.14,5,2,0,,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,3.0,7.0,7.0,"['web', 'email', 'mobile', 'social']",0,0
182e68952b474700b171e21b85c258ac,Unknown,55.0,64000.0,Unknown,2017-08-23,337,1.09,2,0.545,6,6,0,,f19421c1d4aa40978ebb69ca19b0e20d,bogo,5.0,5.0,5.0,"['web', 'email', 'mobile', 'social']",0,0
1abeb816d9fa49b4b5b5ae51bc3d24c3,F,19.0,73000.0,Medium,2016-10-15,649,202.75,11,18.431818181818183,5,3,3,92.4,fafdcd668e3743c1bb461111dcafc2a4,discount,2.0,10.0,10.0,"['web', 'email', 'mobile', 'social']",1,1
